,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
26,26,26,391,Amaranthus sp.,,Magnoliopsida:Caryophyllidae:Caryophyllales:Amaranthaceae,,"amaranth, kata natay, chulai",herb,erect,annual,"single stem, multi stem, C4 photosynthesis",vegetables,"grown on large scale, grown on small scale",19.0,30.0,7.0,45.0,1100.0,1400.0,200.0,4200.0,5.5,7.5,4.3,8.5,,,30.0,30.0,1200.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light, organic","heavy, medium, light",high,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",4.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf)",,,,,30.0,300.0,Amaranthus,sp.,,https://pfaf.org/user/Plant.aspx?LatinName=Amaranthus+sp.,,,
27,27,27,400,Amorphophallus paeoniifolius,(Dennst.) Nicolson,Liliopsida:Arecidae:Arecales:Palmae,Amorphophallus campanulatus Blume,"elephant foot yam, elephant yam, yam",herb,erect,perennial,single stem,vegetables,grown on small scale,28.0,35.0,25.0,40.0,1000.0,1500.0,900.0,1800.0,5.5,6.2,5.0,7.5,,,20.0,20.0,1000.0,clear skies,clear skies,cloudy skies,very bright,deep (>>150 cm),medium (50-150 cm),"medium, organic","medium, organic",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",5.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,220.0,350.0,Amorphophallus,paeoniifolius,,https://pfaf.org/user/Plant.aspx?LatinName=Amorphophallus+paeoniifolius,11-12,11,12
28,28,28,401,Anacardium occidentale,L.,Magnoliopsida:Rosidae:Sapindales:Anacardiaceae,,"mamuang himmaphan, yaruang, mamuang letlor, cashew, cashew nut, acajou á pomme, noix d'acajou, marañon, casho, cashu, cajou, anacardier, caju, acajú, kasjoe, mereke, kaju, apu initia, kesiu, cashewnuss, cashewbaum, jambu mortyet, jambu mede, gajus, jambu monyet, kasoy, balubad, balogo, thiho thayet si, svaay chantii, dao lon hot, cay dieu, nut-cashew","shrub, tree",erect,perennial,"evergreen, single stem, multi stem, C3 photosynthesis","fruits & nuts, medicinals & aromatic",grown on large scale,15.0,35.0,5.0,46.0,750.0,1600.0,400.0,4000.0,4.5,6.5,3.8,8.7,,,25.0,30.0,1200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,190.0,260.0,Anacardium,occidentale,,https://pfaf.org/user/Plant.aspx?LatinName=Anacardium+occidentale,9-12,9,12
29,29,29,402,Ananas comosus,Merr.,Liliopsida:Zingiberidae:Bromeliales:Bromeliaceae,"Ananas sativus Schult. f., Ananassa sativa Lindl., Bromelia ananas L., Bromelia comosa L.","pineapple, pina, po lo mah, ananas, abacaxi, vadra, vainaviu, andras, hukifa, fala'aiga, faina, ara painapa (Cooks), balawa, fala papalagi, painapolo (Tuvalu), sub-pah-rohd",herb,erect,perennial,single stem,fruits & nuts,grown on large scale,21.0,30.0,10.0,36.0,800.0,2500.0,550.0,3500.0,4.5,8.0,3.5,9.0,,,25.0,33.0,1800.0,clear skies,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",,,,,330.0,365.0,Ananas,comosus,,https://pfaf.org/user/Plant.aspx?LatinName=Ananas+comosus,9-11,9,11
30,30,30,411,Annona muricata,L.,Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae,,"soursop, corossol épineux, Stachelannone, zuurzak, guanabana, sirsak, nangka belanda, nangka seberang, durian belanda, durian benggala, durian makkah, saua sap, guayabano, atti, llabanos, tiep banla, tiep barang, khan thalot, khièp thét, thurian-thet, thurian-khaek, rian-nam, mang câù xiê, seremaia, sarifa, talapo fotofoto, sasalapa, 'apeli'initia, apeli'initia, sapsap",tree,erect,perennial,"evergreen, semi evergreen, single stem","fruits & nuts, vegetables, medicinals & aromatic, environmental",grown on small scale,20.0,30.0,13.0,36.0,1200.0,2200.0,800.0,4200.0,5.5,6.5,4.5,8.0,,,20.0,30.0,1200.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",,,,,180.0,365.0,Annona,muricata,,https://pfaf.org/user/Plant.aspx?LatinName=Annona+muricata,10-12,10,12
31,31,31,412,Annona reticulata,L.,Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae,,"custard apple, bullock's heart, sugar apple, anona, anona colodado, anona rosada, corazon, coracao de boi, cahuex, pox, qualtzapotl, tzimuy",tree,erect,perennial,"deciduous, single stem",fruits & nuts,grown on small scale,23.0,27.0,7.0,34.0,1200.0,1400.0,600.0,2200.0,5.0,7.5,4.5,8.0,5.0,,25.0,25.0,1500.0,clear skies,very bright,light shade,very bright,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-3.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",,,,home garden,210.0,270.0,Annona,reticulata,,https://pfaf.org/user/Plant.aspx?LatinName=Annona+reticulata,,,
32,32,32,414,Annona squamosa,L.,Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae,,"sugar apple, sweetsop, scaly custard apple, custard apple, zuckerapfel, stachelanone, cherimoya, attier, poreroe cannelle, pomme cannelle, anon, anon de azucar, anona de castilla, fruta do conde, scopappel, kaneelappel, fan-li-chi, sirkaja, sarikaja, atis, ata, luna, meba, sharifa, sarifa, sitaphal, sita pandu, nona sri kaya, bnah nona, seri kaya, tiep baay, tiep, mang cau ta, noinah, manonah, makkhiap, lanang, mak khbieb, na, mang caua ta, qu a na","shrub, tree",erect,perennial,"evergreen, deciduous, single stem, multi stem",fruits & nuts,"grown on large scale, harvested from wild",23.0,30.0,11.0,41.0,800.0,1200.0,570.0,4000.0,7.0,8.0,4.3,8.5,,,15.0,25.0,1000.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical dry summer (Cs)",,wind,,large scale/commercial,210.0,270.0,Annona,squamosa,,https://pfaf.org/user/Plant.aspx?LatinName=Annona+squamosa,10-12,10,12
33,33,33,418,Anthocephalus chinensis,A. Rich. ex Walp.,,,,tree,erect,perennial,"deciduous, single stem","forest/wood, environmental",grown on small scale,22.0,35.0,15.0,42.0,1800.0,2600.0,1300.0,5100.0,5.5,6.5,5.0,7.5,,,10.0,27.0,1300.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",flooding,,,,270.0,365.0,Anthocephalus,chinensis,,https://pfaf.org/user/Plant.aspx?LatinName=Anthocephalus+chinensis,,,
34,34,34,431,Apium graveolens,L.,Magnoliopsida:Rosidae:Apiales:Umbelliferae,"Sium apium Roth., Sium graveolens Vest., Seseli graveolens Scop.","wild celery, celery, celery seed, apio, celeri, Sellerie, selleri, karafs, selderij, sedano, aipo, syel'derey, serorii, ch'in, Apii folium, seldery",herb,erect,biennial,deciduous,"vegetables, medicinals & aromatic",grown on small scale,15.0,21.0,5.0,25.0,700.0,1300.0,500.0,1500.0,6.0,6.8,5.5,7.5,40.0,10.0,60.0,65.0,2000.0,cloudy skies,clear skies,cloudy skies,very bright,shallow (20-50 cm),shallow (20-50 cm),"medium, organic","medium, organic",high,moderate,,,medium (4-10 dS/m),medium (4-10 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,,"tropical wet & dry (Aw), subtropical dry summer (Cs), temperate oceanic (Do)",flooding,,,,40.0,150.0,Apium,graveolens,,https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens,5-9,5,9
35,35,35,432,Apium graveolens var. dulce,L.,Magnoliopsida:Rosidae:Apiales:Umbelliferae,,celery,herb,"erect, acaulescent (or rosette plants)","annual, biennial",single stem,"vegetables, materials",grown on small scale,18.0,25.0,4.0,28.0,1000.0,1300.0,300.0,2800.0,5.8,6.8,4.5,8.3,20.0,10.0,55.0,60.0,2000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, organic","heavy, medium, light, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,-1.0,long day (>14 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)",,,,"home garden, small scale (manual)",80.0,160.0,Apium,graveolens,dulce,https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens+dulce,Coming soon,,
36,36,36,443,Araucaria cunninghamii,Aiton ex D. Don,Pinopsida:Araucariaceae,"Altingia cunninghamii G. Don., Araucaria beccarii Warb.","hoop pine, colonial pine, Richmond river pine, alloa, ningwik, pien",tree,erect,perennial,"evergreen, single stem","fruits & nuts, ornamentals/turf, forest/wood",,18.0,28.0,5.0,34.0,1000.0,2000.0,800.0,4800.0,5.0,6.5,4.5,7.5,,,30.0,32.0,2800.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), subtropical humid (Cf)","wind, coastal salt spray",,,,210.0,300.0,Araucaria,cunninghamii,,https://pfaf.org/user/Plant.aspx?LatinName=Araucaria+cunninghamii,,,
37,37,37,449,Areca catechu,L.,Liliopsida:Arecidae:Arecales:Palmae,Areca macrocalyx Zippelius ex Blume,"betel nut palm, betel nut, arecanut, areca nut, areca palm, betel palm, Arekapalme, noix d`arec, Betelnusspalme, Iburu (Simbo), heta (Roviana), buai, kabibi, Arecae semen, Semen arecae, Nuces arecae, Ping lang, arequier, supari, pinang, gua, adike, kamuya, poka-vakka, kun, thamul, adikke, aakkamaram, kavungu, pophal, kamugu, pakku maram, vakka",tree,erect,perennial,"evergreen, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic",grown on small scale,16.0,33.0,7.0,39.0,1500.0,3000.0,750.0,5000.0,5.5,6.0,4.5,6.8,,,20.0,22.0,1000.0,cloudy skies,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,long day (>14 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,240.0,365.0,Areca,catechu,,https://pfaf.org/user/Plant.aspx?LatinName=Areca+catechu,11-12,11,12
38,38,38,459,Artocarpus heterophyllus,Lam.,Magnoliopsida:Dilleniidae:Urticales:Moraceae,"Artocarpus philippensis Lamk (1789), Artocarpus brasiliensis Gomez (1812), Artocarpus maxima Blanco (1837)., Artocarpus integer (Thunb.) Merrill, Artocarpus integrifolia auct., Artocarpus integrifolia L.F & A. integra Merr., Artocarpus integrifolia L.F, Artocarpus integra Merr.","jack fruit, jackfruit, jacquiet, nangka, nongko, kapiak, langka, peignai, khnadr, miiz, miiz hnang, khanun, makmi, banun, mít, Mfenesi",tree,erect,perennial,"evergreen, single stem","fruits & nuts, medicinals & aromatic, forest/wood",grown on large scale,20.0,30.0,16.0,34.0,1500.0,3000.0,700.0,4200.0,5.5,7.5,4.3,8.0,,,25.0,30.0,1600.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,long day (>14 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,"drought, flooding",,,210.0,365.0,Artocarpus,heterophyllus,,https://pfaf.org/user/Plant.aspx?LatinName=Artocarpus+heterophyllus,10-12,10,12
39,39,39,465,Arundo donax,L.,Liliopsida:Commelinidae:Cyperales:Gramineae,Donax arundinaceus Beauv.,"giant reed, gasau ni vavalagi, wild cane",grass,erect,perennial,,"forage/pasture, ornamentals/turf, medicinals & aromatic",harvested from wild,,,,,,,,,,,,,,,,,,,,,,,,wide,wide,,,,,,,,,,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Arundo,donax,,https://pfaf.org/user/Plant.aspx?LatinName=Arundo+donax,6-10,6,10
40,40,40,468,Asparagus officinalis,L.,Liliopsida:Liliidae:Asparagales:Asparagaceae,Asparagus altilis Asch.,"asparagus, espárrago, aspargo, Spargel",herb,erect,perennial,multi stem,"vegetables, medicinals & aromatic",grown on large scale,15.0,30.0,6.0,38.0,800.0,1200.0,500.0,4000.0,6.0,6.7,4.5,8.2,,,60.0,60.0,2600.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, organic","medium, light",high,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,"large scale/commercial, protected cultivation",210.0,270.0,Asparagus,officinalis,,https://pfaf.org/user/Plant.aspx?LatinName=Asparagus+officinalis,2-9,2,9
41,41,41,478,Asystasia gangetica,(L) T. Anders.,Magnoliopsida:Asteridae:Scrophulariales:Acanthaceae,,"asystasia, isihobo",herb,erect,annual,multi stem,"forage/pasture, materials, environmental",grown on small scale,23.0,28.0,8.0,37.0,1000.0,1500.0,700.0,2500.0,4.0,4.5,3.5,5.0,,,,,,cloudy skies,heavy shade,clear skies,heavy shade,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,42.0,365.0,Asystasia,gangetica,,https://pfaf.org/user/Plant.aspx?LatinName=Asystasia+gangetica,,,
42,42,42,481,Avena sativa,L.,Liliopsida:Commelinidae:Cyperales:Gramineae,,"oat, oats, hawer, hafer, avena, avoine, avoine farine, vanlig havre, havre, almindelig havre, peltokaura, kaura, akurhafrar, saat-hafer",grass,erect,annual,,"cereals & pseudocereals, cover crop",grown on large scale,16.0,20.0,5.0,30.0,600.0,1000.0,250.0,1500.0,5.0,6.0,4.5,7.5,45.0,40.0,60.0,60.0,,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-15.0,-1.0,"neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,110.0,270.0,Avena,sativa,,https://pfaf.org/user/Plant.aspx?LatinName=Avena+sativa,Coming soon,,
43,43,43,482,Averrhoa bilimbi,L.,Magnoliopsida:Rosidae:Geraniales:Oxalidaceae,,"blimbi, kamrakh, Bilimbi, Tree cucumber",tree,erect,perennial,single stem,"fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",grown on small scale,23.0,30.0,10.0,36.0,1200.0,2300.0,700.0,4000.0,5.5,6.5,5.0,8.3,,,20.0,25.0,1200.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light, organic","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-3.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,wind,,,140.0,365.0,Averrhoa,bilimbi,,https://pfaf.org/user/Plant.aspx?LatinName=Averrhoa+bilimbi,,,
44,44,44,483,Averrhoa carambola,L.,Magnoliopsida:Rosidae:Geraniales:Oxalidaceae,,"five corner, carambola, carambole, wi ni jaina, wi ni idia, kamrakh, star fruit, Faiv kona, karmara, belimbing pessegi, belimbing saji, belimbing batu, belembing pessegi, belembing sayur, kambola, balimbin, galangan, garahan, sirinato, wou-lien, caykhe (Indochina), vinagrillo (Dominican Rep.), mamoncillo chino (Panama), ziblime (Haiti), carnico, Indian cucumber, turiguno, cayenne lime, Chinese tamarind, sweet tamarind","shrub, tree",erect,perennial,"single stem, multi stem","fruits & nuts, materials, medicinals & aromatic",grown on small scale,24.0,30.0,5.0,39.0,1200.0,2000.0,600.0,3000.0,5.5,6.5,5.0,8.5,,,30.0,32.0,1200.0,light shade,light shade,cloudy skies,light shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light, organic","heavy, medium, light, wide, organic",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",wind,flooding,,,240.0,365.0,Averrhoa,carambola,,https://pfaf.org/user/Plant.aspx?LatinName=Averrhoa+carambola,10-12,10,12
45,45,45,485,Axonopus compressus,(Sw.) P. Beauv.,,,,grass,erect,,multi stem,"forage/pasture, ornamentals/turf, environmental, weed",grown on small scale,23.0,30.0,16.0,35.0,1000.0,4000.0,775.0,5000.0,5.5,6.0,5.0,7.0,,,27.0,27.0,2300.0,clear skies,light shade,very bright,heavy shade,shallow (20-50 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",,,can become a weed,,150.0,180.0,Axonopus,compressus,,https://pfaf.org/user/Plant.aspx?LatinName=Axonopus+compressus,,,
46,46,46,493,Bambusa vulgaris,Schrad.,Liliopsida:Commelinidae:Cyperales:Gramineae,,"common bamboo, feathery bamboo, bambu' vulgar, Mambu, Murangi, golden bamboo",grass,erect,perennial,"evergreen, multi stem","materials, environmental",grown on small scale,22.0,28.0,9.0,32.0,1200.0,2500.0,700.0,4500.0,5.0,6.0,4.5,6.5,15.0,,25.0,40.0,,cloudy skies,light shade,clear skies,light shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,300.0,365.0,Bambusa,vulgaris,,https://pfaf.org/user/Plant.aspx?LatinName=Bambusa+vulgaris,9-12,9,12
47,47,47,501,Barringtonia racemosa,,Magnoliopsida:Dilleniidae:Lecythidales:Lecythidaceae,"Barringtonia insignis Miq., Barringtonia pallida (Miers) Koord. & Valeton, Barringtonia salomonensis Rech.","poeierkwasboom, kye-bin, kyi, brack-water mangrove, common putat, freshwater mangrove, hippo apple, powder-puff tree, wild guava, apalang, butan darat, penggung, putat sungai, som pawng, putat ayam, putat ayer, putat aying, putat kampong, chik ban, chik suan, mangrove",tree,erect,perennial,single stem,"vegetables, materials, ornamentals/turf, medicinals & aromatic",,160.0,28.0,12.0,38.0,500.0,1500.0,400.0,2000.0,5.5,7.0,5.0,7.5,,,25.0,40.0,300.0,clear skies,very bright,clear skies,very bright,medium (50-150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide",high,moderate,,,low (<4 dS/m),medium (4-10 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),,,,"tropical wet & dry (Aw), subtropical humid (Cf)",,,,,0.0,0.0,Barringtonia,racemosa,,https://pfaf.org/user/Plant.aspx?LatinName=Barringtonia+racemosa,,,
